smiles,iupac_name,common_name,t3db_id,cas,toxicity_class,toxicity_score,is_toxic,ld50_mg_kg,logp,mol_weight,source
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,"7-chloro-2-(methylamino)-5-phenyl-3H-1,4λ⁵-benzodiazepin-4-one",Chlordiazepoxide,T3D2804,58-25-3,toxic,3,1,,3.0505510046666666,299.755,t3db_local
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,methyl[(3S)-3-(naphthalen-1-yloxy)-3-(thiophen-2-yl)propyl]amine,Duloxetine,T3D2805,136434-34-9,toxic,3,1,,4.197729191333333,297.415,t3db_local
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,[3-(2-chloro-10H-phenothiazin-10-yl)propyl]dimethylamine,Chlorpromazine,T3D2806,50-53-3,toxic,3,1,,4.535000242333334,318.864,t3db_local
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,"8-{4-[4-(pyrimidin-2-yl)piperazin-1-yl]butyl}-8-azaspiro[4.5]decane-7,9-dione",Buspirone,T3D2807,36505-84-7,toxic,3,1,,1.7767331956666652,385.5031,t3db_local
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,"(2E)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide",Entacapone,T3D2808,130929-57-6,toxic,3,1,,1.634823854666667,305.286,t3db_local
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,"(1S,5R,13R,17S)-17-hydroxy-10-methoxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one",Oxycodone,T3D2809,76-42-6,toxic,3,1,,1.0348653926666662,315.3636,t3db_local
C/N=C(\NC#N)NCCSCc1nc[nH]c1C,(Z)-N-cyano-N''-methyl-N'-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl}ethyl)guanidine,Cimetidine,T3D2810,51481-61-9,toxic,3,1,,-0.1093561066666669,252.339,t3db_local
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,dimethyl({3-[2-(trifluoromethyl)-10H-phenothiazin-10-yl]propyl})amine,Triflupromazine,T3D2813,146-54-3,toxic,3,1,,4.808804047666666,352.417,t3db_local
COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3,"(1R,9R,10R)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.0^{1,10}.0^{2,7}]heptadeca-2(7),3,5-triene",Dextromethorphan,T3D2815,125-71-3,toxic,3,1,,3.493774350666667,271.3972,t3db_local
CNCCC=C1c2ccccc2CCc2ccccc21,"methyl(3-{tricyclo[9.4.0.0³,⁸]pentadeca-1(15),3,5,7,11,13-hexaen-2-ylidene}propyl)amine",Nortriptyline,T3D2818,72-69-5,toxic,3,1,,4.426486977666667,263.3767,t3db_local
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,"13-chloro-10-(piperazin-1-yl)-2-oxa-9-azatricyclo[9.4.0.0³,⁸]pentadeca-1(11),3,5,7,9,12,14-heptaene",Amoxapine,T3D2819,14028-44-5,toxic,3,1,,3.077554494666667,313.781,t3db_local
CN(C)C(=O)Oc1ccc[n+](C)c1,3-[(dimethylcarbamoyl)oxy]-1-methylpyridin-1-ium,Pyridostigmine,T3D2820,155-97-5,toxic,3,1,,-3.4667273988050784,181.2117,t3db_local
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,"(8R)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H,6H,7H,8H-imidazo[4,5-d][1,3]diazepin-8-ol",Pentostatin,T3D2822,53910-25-1,toxic,3,1,,-2.016391028,268.2691,t3db_local
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2-(2-{4-[(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)ethan-1-ol,Hydroxyzine,T3D2823,68-88-2,toxic,3,1,,3.4129695053333338,374.904,t3db_local
NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,"3-[(benzylsulfanyl)methyl]-6-chloro-1,1-dioxo-4H-1λ⁶,2,4-benzothiadiazine-7-sulfonamide",Benzthiazide,T3D2825,91-33-8,toxic,3,1,,1.840787007666666,431.937,t3db_local
NC(=O)N1c2ccccc2C=Cc2ccccc21,"2-azatricyclo[9.4.0.0^{3,8}]pentadeca-1(15),3,5,7,9,11,13-heptaene-2-carboxamide",Carbamazepine,T3D2826,298-46-4,very toxic,4,1,,2.766030386333333,236.2686,t3db_local
Clc1cccc(Cl)c1NC1=NCCN1,"N-(2,6-dichlorophenyl)-4,5-dihydro-1H-imidazol-2-amine",Clonidine,T3D2829,4205-90-7,toxic,3,1,,2.485088703666668,230.094,t3db_local
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,"5-(4-chlorophenyl)-2H,3H,5H-imidazo[2,1-a]isoindol-5-ol",Mazindol,T3D2830,22232-71-9,toxic,3,1,,3.4352790006666662,284.74,t3db_local
C[N+](C)(C)C[C@H](O)CC(=O)[O-],(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,L-Carnitine,T3D2832,541-15-1,toxic,3,1,,-4.887506048138412,161.1989,t3db_local
CCC1(C)CC(=O)NC1=O,"3-ethyl-3-methylpyrrolidine-2,5-dione",Ethosuximide,T3D2834,77-67-8,very toxic,4,1,,0.5500976843333328,141.1677,t3db_local
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,"5-ethyl-5-(pentan-2-yl)-2-sulfanylidene-1,3-diazinane-4,6-dione",Thiopental,T3D2835,76-75-5,toxic,3,1,,2.783120831,242.338,t3db_local
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,"4-amino-5-chloro-N-[(3S,4R)-1-[3-(4-fluorophenoxy)propyl]-3-methoxypiperidin-4-yl]-2-methoxybenzamide",Cisapride,T3D2836,81098-60-4,toxic,3,1,,2.491358864666666,465.945,t3db_local
Oc1ccc2c(c1)[C@]13CCCC[C@@]1(O)[C@H](C2)N(CC1CCC1)CC3,"(1S,9R,10S)-17-(cyclobutylmethyl)-17-azatetracyclo[7.5.3.0¹,¹⁰.0²,⁷]heptadeca-2(7),3,5-triene-4,10-diol",Butorphanol,T3D2837,42408-82-2,very toxic,4,1,,2.8903292922420443,327.4605,t3db_local
CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(N=C(O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,"(7S,9Z,11S,12R,13S,14R,15R,16R,17S,18S,19Z,21Z)-2,15,17,23-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-1'-(2-methylpropyl)-6,32-dioxo-8,33-dioxa-24,27,29-triazaspiro[pentacyclo[23.6.1.1^{4,7}.0^{5,31}.0^{26,30}]tritriacontane-28,4'-piperidine]-1(31),2,4,9,19,21,23,25,29-nonaen-13-yl acetate",Rifabutin,T3D2838,72559-06-9,toxic,3,1,,3.442909494597126,847.0047,t3db_local
CCC1(C)OC(=O)N(C)C1=O,"5-ethyl-3,5-dimethyl-1,3-oxazolidine-2,4-dione",Paramethadione,T3D2839,115-67-3,very toxic,4,1,,1.0266687253333333,157.1671,t3db_local
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2-(4-{3-[2-(trifluoromethyl)-10H-phenothiazin-10-yl]propyl}piperazin-1-yl)ethan-1-ol,Fluphenazine,T3D2840,69-23-8,toxic,3,1,,3.965821614666666,437.522,t3db_local
O=C(O)c1cccnc1,pyridine-3-carboxylic acid,Nicotinic acid,T3D2841,59-67-6,toxic,3,1,,-0.166445647540873,123.1094,t3db_local
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,"7-chloro-2-oxo-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepine-3-carboxylic acid",Clorazepate,T3D2842,23887-31-2,very toxic,4,1,,3.206338529999999,314.723,t3db_local
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,"1-[(4-fluorophenyl)methyl]-N-{1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl}-1H-1,3-benzodiazol-2-amine",Astemizole,T3D2844,68844-77-9,toxic,3,1,,5.389652434333334,458.5703,t3db_local
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,"20-[(4-amino-3,5-dihydroxy-6-methyloxan-2-yl)oxy]-4,6,8,11,12,16,18,36-octahydroxy-35,37,38-trimethyl-2,14-dioxo-1-oxacyclooctatriaconta-21,23,25,27,31,33-hexaene-17-carboxylic acid",Nystatin,T3D2847,1400-61-9,toxic,3,1,,-2.666154540022299,926.0949,t3db_local
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,"(2S,3R)-4-(dimethylamino)-3-methyl-1,2-diphenylbutan-2-yl propanoate",Propoxyphene,T3D2848,469-62-5,very toxic,4,1,,4.902155232666666,339.4712,t3db_local
Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,"(2S)-2-{[4-({[(6S)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)phenyl]formamido}pentanedioic acid",Pteroyl-D-glutamic acid,T3D2849,1492-18-8,very toxic,4,1,,-2.674436069343093,473.4393,t3db_local
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,"(1R,9R,13R)-1,13-dimethyl-10-(3-methylbut-2-en-1-yl)-10-azatricyclo[7.3.1.0²,⁷]trideca-2,4,6-trien-4-ol",Pentazocine,T3D2850,359-83-1,toxic,3,1,,3.893620046077092,285.4238,t3db_local
O=S(=O)([O-])[O-].[Mg+2],magnesium(2+) ion sulfate,Magnesium Sulfate,T3D2851,7487-88-9,very toxic,4,1,,-0.8415520233333333,120.368,t3db_local
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,"2-{3-[4-(3-chlorophenyl)piperazin-1-yl]propyl}-2H,3H-[1,2,4]triazolo[4,3-a]pyridin-3-one",Trazodone,T3D2852,19794-93-5,toxic,3,1,,3.1318566039999984,371.864,t3db_local
CC(=O)NCCCS(=O)(=O)O,3-acetamidopropane-1-sulfonic acid,Acamprosate,T3D2853,77337-76-9,toxic,3,1,,-2.829227371083991,181.21,t3db_local
CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,N-(5-carbamimidamido-1-{2-[(carbamoylmethyl)carbamoyl]pyrrolidin-1-yl}-1-oxopentan-2-yl)-2-{2-[2-(3-hydroxy-2-{2-[3-(1H-imidazol-4-yl)-2-[(5-oxopyrrolidin-2-yl)formamido]propanamido]-3-(1H-indol-3-yl)propanamido}propanamido)-3-(4-hydroxyphenyl)propanamido]-3-(naphthalen-2-yl)propanamido}-4-methylpentanamide,Nafarelin,T3D2855,76932-56-4,toxic,3,1,,-2.6955841196276653,1322.4713,t3db_local
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1-{3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}-N-methylmethanesulfonamide,Sumatriptan,T3D2856,103628-46-2,toxic,3,1,,0.7419288613400098,295.4,t3db_local
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,"(1S,12S,14R)-9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.0¹,¹².0⁶,¹⁷]heptadeca-6(17),7,9,15-tetraen-14-ol",Galantamine,T3D2857,357-70-0,very toxic,4,1,,1.163042803666667,287.3535,t3db_local
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-(methylsulfanyl)-10H-phenothiazine,Thioridazine,T3D2858,50-52-2,toxic,3,1,,5.469305906000001,370.575,t3db_local
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,"12-chloro-9-(2-fluorophenyl)-3-methyl-2,4,8-triazatricyclo[8.4.0.0²,⁶]tetradeca-1(10),3,5,8,11,13-hexaene",Midazolam,T3D2859,59467-70-8,toxic,3,1,,3.3348000000000004,325.767,t3db_local
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,"7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-2,3-dihydro-1H-1,4-benzodiazepin-2-one",Flurazepam,T3D2860,17617-23-1,toxic,3,1,,3.951048935333333,387.878,t3db_local
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,"(8S,10S)-8-acetyl-10-{[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy}-6,8,11-trihydroxy-1-methoxy-5,7,8,9,10,12-hexahydrotetracene-5,12-dione",Daunorubicin,T3D2861,20830-81-3,toxic,3,1,,1.7336931410305372,527.5199,t3db_local
Clc1ccc2nsnc2c1NC1=NCCN1,"5-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-2,1,3-benzothiadiazol-4-amine",Tizanidine,T3D2862,51322-75-9,toxic,3,1,,2.024673073,253.711,t3db_local
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,"(3S)-oxolan-3-yl N-[(2S,3R)-3-hydroxy-4-[N-(2-methylpropyl)4-aminobenzenesulfonamido]-1-phenylbutan-2-yl]carbamate",Amprenavir,T3D2863,161814-49-9,toxic,3,1,,2.426952677,505.627,t3db_local
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"(1S,5R,13R,17S)-4-(cyclopropylmethyl)-10,17-dihydroxy-12-oxa-4-azapentacyclo[9.6.1.0¹,¹³.0⁵,¹⁷.0⁷,¹⁸]octadeca-7(18),8,10-trien-14-one",Naltrexone,T3D2864,16590-41-3,very toxic,4,1,,1.3626752317227506,341.4009,t3db_local
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,N-[4-(methoxymethyl)-1-[2-(thiophen-2-yl)ethyl]piperidin-4-yl]-N-phenylpropanamide,Sufentanil,T3D2865,56030-54-7,toxic,3,1,,3.605173126666666,386.551,t3db_local
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,"2-{2-fluoro-[1,1'-biphenyl]-4-yl}propanoic acid",Flurbiprofen,T3D2866,5104-49-4,toxic,3,1,,3.943907682,244.2609,t3db_local
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,"(9R)-10-methyl-10-azatetracyclo[7.7.1.0²,⁷.0¹³,¹⁷]heptadeca-1(16),2(7),3,5,13(17),14-hexaene-3,4-diol",Apomorphine,T3D2867,41372-20-7,toxic,3,1,,2.8666352302639715,267.3224,t3db_local
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,"(3S,4R)-3-[(2H-1,3-benzodioxol-5-yloxy)methyl]-4-(4-fluorophenyl)piperidine",Paroxetine,T3D2868,61869-08-7,toxic,3,1,,3.1482486886666656,329.3654,t3db_local
CCN(CC)CCOC(=O)c1ccc(N)cc1,2-(diethylamino)ethyl 4-aminobenzoate,Procaine,T3D2869,59-46-1,toxic,3,1,,1.880057257666666,236.3101,t3db_local
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,"(3-{2-azatricyclo[9.4.0.0³,⁸]pentadeca-1(15),3,5,7,11,13-hexaen-2-yl}-2-methylpropyl)dimethylamine",Trimipramine,T3D2870,739-71-9,toxic,3,1,,4.757892353666668,294.4338,t3db_local
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,"3-{2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl}-2-methyl-4H,6H,7H,8H,9H-pyrido[1,2-a]pyrimidin-4-one",Risperidone,T3D2871,106266-06-2,toxic,3,1,,2.6276210843333327,410.4845,t3db_local
COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,"5-methoxy-2-[(S)-(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",Esomeprazole,T3D2873,161796-78-7,harmful,2,1,,2.433509123333334,345.416,t3db_local
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1-[(4-chlorophenyl)(phenyl)methyl]-4-[(3-methylphenyl)methyl]piperazine,Meclizine,T3D2874,569-65-3,toxic,3,1,,6.387941532333333,390.948,t3db_local
Nc1nc2ccc(OC(F)(F)F)cc2s1,"6-(trifluoromethoxy)-1,3-benzothiazol-2-amine",Riluzole,T3D2875,1744-22-5,very toxic,4,1,,3.3999074026666665,234.198,t3db_local
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,2-diphenylmethanesulfinylacetamide,Modafinil,T3D2876,68693-11-8,toxic,3,1,,1.5328344403333334,273.35,t3db_local
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,"(1R,2R,4S,5S,7S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.0^{2,4}]nonan-7-yl (2S)-3-hydroxy-2-phenylpropanoate",Scopolamine,T3D2877,51-34-3,toxic,3,1,,0.8949522950000002,303.3529,t3db_local
N[C@@H]1CC1c1ccccc1,(1R)-2-phenylcyclopropan-1-amine,Tranylcypromine,T3D2881,155-09-9,toxic,3,1,,1.338882470333333,133.1903,t3db_local
FC(F)OC(Cl)C(F)(F)F,"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane",Isoflurane,T3D2882,26675-46-7,very toxic,4,1,,2.8359380043333333,184.492,t3db_local
CCN1C(=O)NC(c2ccccc2)C1=O,"3-ethyl-5-phenylimidazolidine-2,4-dione",Ethotoin,T3D2883,86-35-1,very toxic,4,1,,1.0666929576666668,204.2252,t3db_local
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,"(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid",9-cis-Retinoic acid,T3D2884,302-79-4,toxic,3,1,,5.014367711,300.4351,t3db_local
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,"2-[(2Z)-2-[3-(dimethylamino)propylidene]-9-oxatricyclo[9.4.0.0³,⁸]pentadeca-1(15),3(8),4,6,11,13-hexaen-5-yl]acetic acid",Olopatadine,T3D2886,113806-05-6,toxic,3,1,,0.7462555190677694,337.4122,t3db_local
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,"9-oxo-2-azatricyclo[9.4.0.0³,⁸]pentadeca-1(15),3,5,7,11,13-hexaene-2-carboxamide",Oxcarbazepine,T3D2887,28721-07-5,very toxic,4,1,,1.8181766893333329,252.268,t3db_local
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1-{10-[2-(dimethylamino)propyl]-10H-phenothiazin-2-yl}propan-1-one,Propiomazine,T3D2888,362-29-8,toxic,3,1,,4.545754217333334,340.482,t3db_local
NNCCc1ccccc1,(2-phenylethyl)hydrazine,Phenelzine,T3D2889,51-71-8,toxic,3,1,,1.2030200426666668,136.1943,t3db_local
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,2-hydroxy-5-[(E)-2-{4-[(pyridin-2-yl)sulfamoyl]phenyl}diazen-1-yl]benzoic acid,Sulfasalazine,T3D2892,599-79-1,toxic,3,1,,3.937434786830155,398.393,t3db_local
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,"7-chloro-5-phenyl-1-(2,2,2-trifluoroethyl)-2,3-dihydro-1H-1,4-benzodiazepin-2-one",Halazepam,T3D2893,23092-17-3,very toxic,4,1,,4.0311828043333335,352.738,t3db_local
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,"N-{1-[2-(4-ethyl-5-oxo-4,5-dihydro-1H-1,2,3,4-tetrazol-1-yl)ethyl]-4-(methoxymethyl)piperidin-4-yl}-N-phenylpropanamide",Alfentanil,T3D2894,71195-58-9,toxic,3,1,,2.8073737583333327,416.5172,t3db_local
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,2-(diethylamino)ethyl 3-amino-4-propoxybenzoate,Proparacaine,T3D2896,499-67-2,toxic,3,1,,2.601716341666667,294.3892,t3db_local
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,1-{bicyclo[2.2.1]hept-5-en-2-yl}-1-phenyl-3-(piperidin-1-yl)propan-1-ol,Biperiden,T3D2897,514-65-8,toxic,3,1,,3.5365074619999994,311.4611,t3db_local
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide,Fentanyl,T3D2898,437-38-7,very toxic,4,1,,3.815498548333333,336.4705,t3db_local
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,"4-hydroxy-2-methyl-N-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-2H-1λ⁶,2-benzothiazine-3-carboxamide",Meloxicam,T3D2899,71125-38-7,harmful,2,1,,1.6005813606666672,351.401,t3db_local
CC(C)c1cccc(C(C)C)c1O,"2,6-bis(propan-2-yl)phenol",Propofol,T3D2900,2078-54-8,very toxic,4,1,,4.159698795666667,178.2707,t3db_local
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,"7-chloro-1-methyl-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-2-one",Diazepam,T3D2903,439-14-5,very toxic,4,1,,3.0760865673333337,284.74,t3db_local
CC1NCCOC1c1ccccc1,3-methyl-2-phenylmorpholine,Phenmetrazine,T3D2904,134-49-6,toxic,3,1,,1.7894362886666664,177.2429,t3db_local
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)-10H-phenothiazine,Trifluoperazine,T3D2905,117-89-5,toxic,3,1,,4.655923626666667,407.496,t3db_local
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,"(10S,11S,14S,15S,17R)-17-[4-(dimethylamino)phenyl]-14-hydroxy-15-methyl-14-(prop-1-yn-1-yl)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-1,6-dien-5-one",Mifepristone,T3D2907,84371-65-3,very toxic,4,1,,5.133287652333334,429.5937,t3db_local
NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,"4-{[(4-chlorophenyl)[(1E)-3-fluoro-6-oxocyclohexa-2,4-dien-1-ylidene]methyl]amino}butanamide",Progabide,T3D2908,62666-20-0,toxic,3,1,,1.7965749693333335,334.773,t3db_local
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,"7-chloro-3-hydroxy-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-2-one",Oxazepam,T3D2909,604-75-1,toxic,3,1,,2.9232808116666664,286.713,t3db_local
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,"2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydro-1H-inden-1-one",Donepezil,T3D2910,120014-06-4,very toxic,4,1,,4.207932993666668,379.492,t3db_local
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,"(1S,5R,13R,14S,17S)-4-(cyclobutylmethyl)-12-oxa-4-azapentacyclo[9.6.1.0¹,¹³.0⁵,¹⁷.0⁷,¹⁸]octadeca-7,9,11(18)-triene-10,14,17-triol",Nalbuphine,T3D2911,20594-83-6,very toxic,4,1,,1.1929245480479358,357.4434,t3db_local
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2-{4-[3-(2-chloro-10H-phenothiazin-10-yl)propyl]piperazin-1-yl}ethan-1-ol,Perphenazine,T3D2913,58-39-9,toxic,3,1,,3.6920178093333327,403.969,t3db_local
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"(1R,9R,10R)-17-methyl-17-azatetracyclo[7.5.3.0¹,¹⁰.0²,⁷]heptadeca-2(7),3,5-trien-4-ol",Levorphanol,T3D2914,77-07-6,toxic,3,1,,2.903043791334286,257.3706,t3db_local
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)CC1=O,"(1S,2S,4R,7S,10R,11S,14S,15S)-14-hydroxy-2,4,15-trimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-one",Drostanolone,T3D2917,58-19-5,toxic,3,1,,3.9542439110000007,304.4669,t3db_local
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,"5-(2,4-difluorophenyl)-2-hydroxybenzoic acid",Diflunisal,T3D2918,22494-42-4,toxic,3,1,,3.909892637,250.1976,t3db_local
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,benzyl(methyl)[(2S)-1-phenylpropan-2-yl]amine,Benzphetamine,T3D2919,156-08-1,toxic,3,1,,4.34435193,239.3553,t3db_local
OCCN1CCN(CCC=C2c3ccccc3SC3C=CC(C(F)(F)F)=CC23)CC1,"2-(4-{3-[2-(trifluoromethyl)-9,9a-dihydro-4aH-thioxanthen-9-ylidene]propyl}piperazin-1-yl)ethan-1-ol",Flupenthixol,T3D2920,2709-56-0,toxic,3,1,,3.5415254790000006,436.533,t3db_local
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,"1,18-dihydroxy-12-[1-(4-hydroxy-3-methoxycyclohexyl)propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.0⁴,⁹]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone",Sirolimus,T3D2921,53123-88-9,toxic,3,1,,7.450839822666669,914.1719,t3db_local
